bodyPart,equipment,gifUrl,id,name,target
shoulders,cable,https://edbv2-ff7foj6vca-uc.a.run.app/image/U=HAIuua8fbc0m,0246,cable upright row,delts
back,cable,https://edbv2-ff7foj6vca-uc.a.run.app/image/X943E+VRirr-BU,1325,cable wide grip rear pulldown behind neck,lats
lower arms,cable,https://edbv2-ff7foj6vca-uc.a.run.app/image/4ggh8n-7Os+BCO,0247,cable wrist curl,forearms
lower legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/q1avPu3x0Iog72,1407,calf push stretch with hands against wall,calves
lower legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/AR1dRdRW6xOibI,1377,calf stretch with hands against wall,calves
lower legs,rope,https://edbv2-ff7foj6vca-uc.a.run.app/image/-VFT6Oj-oZ=jOL,1378,calf stretch with rope,calves
back,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/sQ6W_v-YyGLbzf,0248,cambered bar lying row,upper back
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/HXS7q683bpFZyb,2963,captains chair straight leg raise,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/2bK8No9uJYC6V8,1548,chair leg extended stretch,quads
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/eltJjISRW6W=nm,1271,chest and front of shoulder stretch,pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/OImTpS3M9Gz6Sg,0251,chest dip,pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/0hG+sngUi4M5Ys,1430,chest dip (on dip-pull-up cage),pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/HG8mbL=VHKi59v,2462,chest dip on straight bar,pectorals
chest,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/rXCrBYafl=8a-M,1272,chest stretch with exercise ball,pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/M4wsIA+szdjh9M,3216,chest tap push-up (male),pectorals
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/HbEYjhK4rqaQTf,1326,chin-up,lats
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/oqylUbMIj-6Dl4,0253,chin-ups (narrow parallel grip),upper back
lower legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/epK67bn3rkG+xR,0257,circles knee stretch,calves
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/QeDieKv82dxl6X,1273,clap push up,pectorals
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/kVam2exUyjbuoV,0258,clock push-up,pectorals
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/TZd_neXqodaJVV,1327,close grip chin-up,lats
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/TSk7RvTExA5-E8,0259,close-grip push-up,triceps
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/x72-WR1Vz9jhGU,2398,close-grip push-up (on knees),triceps
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/jN6KrLnxXP7eU0,0260,cocoons,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/vkXmUsolKli=vm,1468,crab twist toe touch,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/a4HYZKamgZi0q+,0262,cross body crunch,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/SLDEoIITuhoWFC,0267,crunch (hands overhead),abs
waist,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/wNeXvluEdnIyxt,0271,crunch (on stability ball),abs
waist,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/_BJAsc-JJWuHim,0272,"crunch (on stability ball, arms straight)",abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/71eIzSXglMjVSl,0274,crunch floor,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/B7T=xbXvcWeewc,3016,curl-up,abs
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Nncis2iTprGZ8H,3769,curtsey squat,glutes
cardio,leverage machine,https://edbv2-ff7foj6vca-uc.a.run.app/image/__=L7PF_t=nQqV,2331,cycle cross trainer,cardiovascular system
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/Kl_CI6Ve3zZ6YF,0276,dead bug,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/SUY+UK6Y4pAeMn,0277,decline crunch,abs
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/UwpH5kw1z-kHVE,0279,decline push-up,pectorals
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/XIEzBT-1GoA=YW,0282,decline sit-up,abs
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/0wGHxaW0F-x98t,1274,deep push up,pectorals
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/GjzuV3Xpc+hmKd,0283,diamond push-up,triceps
lower legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/0-hbjT8kuqJtKe,0284,donkey calf raise,calves
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/EYhJMa14TgFB=E,1275,drop push up,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/7Hr_NQBg9xlyFe,0285,dumbbell alternate biceps curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/xTwtwPqxotRF8r,2403,dumbbell alternate biceps curl (with arm blaster),biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/2RO6NaZR9dsC9p,1646,dumbbell alternate hammer preacher curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/RdEI4CTAuTGLEJ,1647,dumbbell alternate preacher curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/4Hs_AfP9tDcScy,1648,dumbbell alternate seated hammer curl,biceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ECZKC+8jEMcoDz,0286,dumbbell alternate side press,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/KOFmc91P+MQjup,1649,dumbbell alternating bicep curl with leg raised on exercise ball,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/2VmQP9+I420BU9,1650,dumbbell alternating seated bicep curl on exercise ball,biceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/fCT3bDjLMwELNG,2137,dumbbell arnold press,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/aLLDNOTLJROZwk,0287,dumbbell arnold press v. 2,delts
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/-yJZt8+VJtNHm+,0288,dumbbell around pullover,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/So-mDRon5COFeC,0289,dumbbell bench press,pectorals
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/76NK3H5NyLeNXC,0290,dumbbell bench seated press,delts
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/z+yzlfFjwSi86x,0291,dumbbell bench squat,glutes
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/KEglF-b-4FINAm,0293,dumbbell bent over row,upper back
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/kjMMegb7VF2nC3,1651,dumbbell bicep curl lunge with bowling motion,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/lmhEUtI04P0VXZ,1652,dumbbell bicep curl on exercise ball with leg raised,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Rkl6pVV7FtVIYE,1653,dumbbell bicep curl with stork stance,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/mZmWlwEh-PFTj8,0294,dumbbell biceps curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/et-B_mwho2GWmJ,2401,dumbbell biceps curl (with arm blaster),biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/0j=fCFZqXa8hRe,1654,dumbbell biceps curl reverse,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/BQkVkCDpoRSN=2,1655,dumbbell biceps curl squat,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/mfkTYxO3TYFulj,1656,dumbbell biceps curl v sit on bosu ball,biceps
cardio,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/P+QhesencwMgHw,1201,dumbbell burpee,cardiovascular system
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/NiT7yHni7qoVJH,0295,dumbbell clean,glutes
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/HpEKmJJH4aywWv,1731,dumbbell close grip press,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/o2H2I1Rarun-Js,0296,dumbbell close-grip press,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/fyetqbg9En3TAp,0297,dumbbell concentration curl,biceps
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/YB6pKvXquZZiP6,3635,dumbbell contralateral forward lunge,glutes
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/rnycOd-2-toRiT,0298,dumbbell cross body hammer curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/M2G5WC311InEbM,1657,dumbbell cross body hammer curl v. 2,biceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ZzOqXpGQBzFdtz,0299,dumbbell cuban press,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/VDsE1QweUb0xSG,2136,dumbbell cuban press v. 2,delts
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/pg5BiZ0kZi6hBG,0300,dumbbell deadlift,glutes
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/o2JVPzmN4MqRN-,0301,dumbbell decline bench press,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/q6kkjDzwHpXzZc,0302,dumbbell decline fly,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/+VvsVVjZIPc77T,0303,dumbbell decline hammer press,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/rOYI9EtI0=gLni,1276,dumbbell decline one arm fly,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/cU91rpt2ilWquh,1617,dumbbell decline one arm hammer press,triceps
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/sgIyIpytFZ47Pt,0305,dumbbell decline shrug,traps
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/jAfReyV3_ooAFm,0304,dumbbell decline shrug v. 2,traps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/oDNSuwx=tt1re=,0306,dumbbell decline triceps extension,triceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/y0AaCdFMrHiW2K,0307,dumbbell decline twist fly,pectorals
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/N+sYR=D0zn7WiH,1437,dumbbell finger curls,forearms
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/7EDEj4EC333-FO,0308,dumbbell fly,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/qR4NYDIn-2I_ev,1277,dumbbell fly on exercise ball,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/-kqes9hK4GS+xF,1732,dumbbell forward lunge triceps extension,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Vwjded-+XiT4D+,0310,dumbbell front raise,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/QaHItrTlI4D=U4,0309,dumbbell front raise v. 2,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/IA5Mdgxr2_GJss,0311,dumbbell full can lateral raise,delts
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/xk5exTtJF0s=bV,1760,dumbbell goblet squat,quads
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/jenYLM9rQN6E0Y,0313,dumbbell hammer curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/4tNEWn57Ow8Me_,1659,dumbbell hammer curl on exercise ball,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/czaYcS-10UdS+Y,0312,dumbbell hammer curl v. 2,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/rwMXdOk7KnpZzl,2402,dumbbell hammer curls (with arm blaster),biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/NUhZF3oyrWQbIY,1664,dumbbell high curl,biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/+uYmNfd_tr8igD,3545,dumbbell incline alternate press,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/m66oZ6WGO3aIU1,0314,dumbbell incline bench press,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/yItrqPQc51ExIJ,0315,dumbbell incline biceps curl,biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/01CixE7-FDp3zk,0316,dumbbell incline breeding,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/V1ORTcK5dAXmi9,0318,dumbbell incline curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/1G7=RzBU4C2rYP,0317,dumbbell incline curl v. 2,biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/dYn6NTqj1y-+1F,0319,dumbbell incline fly,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Aaq-TGAqR_QVwa,1278,dumbbell incline fly on exercise ball,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/zIciyABIUXLLgQ,0320,dumbbell incline hammer curl,biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/G9XeZFmfFKSuM+,0321,dumbbell incline hammer press,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/6LkmxW6i4o2sZ9,1618,dumbbell incline hammer press on exercise ball,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/YZpmdedLNUBewf,0322,dumbbell incline inner biceps curl,biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Ll0_Teij66XL3n,1279,dumbbell incline one arm fly,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/uFHzDjUaiAbQCF,1280,dumbbell incline one arm fly on exercise ball,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/sEVN06d8LeAvH8,1619,dumbbell incline one arm hammer press,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/5pe9x+d40BQ6rj,1620,dumbbell incline one arm hammer press on exercise ball,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/jJNRaeBVRirLvT,0323,dumbbell incline one arm lateral raise,delts
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/lx9rGCsPIxhSJC,1281,dumbbell incline one arm press,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/+WNam1MJ1ttY4r,1282,dumbbell incline one arm press on exercise ball,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/+o238Z6RtsOMbL,0324,dumbbell incline palm-in press,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/WXwUp8+2zzw1_z,1283,dumbbell incline press on exercise ball,pectorals
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/4uqUUiO-n1mwET,0325,dumbbell incline raise,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/oK+SzKWILyeCbW,0326,dumbbell incline rear lateral raise,delts
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/-OdlnbyNj_=ugn,0327,dumbbell incline row,upper back
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/MQ9L-d_i_OhYPZ,0328,dumbbell incline shoulder raise,serratus anterior
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/+AlbZCX9YCRBZ8,0329,dumbbell incline shrug,traps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/jLVojyKNoQP8of,3542,dumbbell incline t-raise,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/W=uRtPHoa76qcm,0330,dumbbell incline triceps extension,triceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/MqRW2MW4auQviq,0331,dumbbell incline twisted flyes,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/06hqDo7SJ8rII+,1733,dumbbell incline two arm extension,triceps
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ozVAWpQLGf03nw,3541,dumbbell incline y-raise,upper back
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/uXxtdrIzL=fnA2,0332,dumbbell iron cross,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/0p4yP+FCpQBjx-,0333,dumbbell kickback,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/JN0mkz_RGaJFAl,1734,dumbbell kickbacks on exercise ball,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ApLluCyQLEA2Px,1660,dumbbell kneeling bicep curl exercise ball,biceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/5ahaHwOjaFvU-8,0334,dumbbell lateral raise,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Kq=sWlmCzjf6Ga,0335,dumbbell lateral to front raise,delts
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/EQsg2RcWLCB4Z7,0336,dumbbell lunge,glutes
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/5rvwJZ_sDJBg_8,1658,dumbbell lunge with bicep curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/VDgfCPBFw=3W9_,0337,dumbbell lying  extension (across face),triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/6gf8E4cpOTOmB0,1729,dumbbell lying alternate extension,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ylayRNh1GOpcb+,0338,dumbbell lying elbow press,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ZN7YiCXuhbYEHY,0863,dumbbell lying external shoulder rotation,delts
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/4edi3uo7-nR_6q,0339,dumbbell lying femoral,hamstrings
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/5EupKUZ_6r0CE8,0340,dumbbell lying hammer press,pectorals
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/VKZS2UPpVkv=0W,2470,dumbbell lying on floor rear delt raise,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/gwAWu-GKnEVSoB,0341,dumbbell lying one arm deltoid rear,delts
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/-dPI2Ar-DVE3qu,0343,dumbbell lying one arm press,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/d0MxnXUwFGkXPH,0342,dumbbell lying one arm press v. 2,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/5_84Sn_DRmoT4x,0344,dumbbell lying one arm pronated triceps extension,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/wikmdc2Ar_YE7r,0345,dumbbell lying one arm rear lateral raise,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/5-EZn0E_tbE6Mn,0346,dumbbell lying one arm supinated triceps extension,triceps
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/cl3rR2-EcGy2pm,0347,dumbbell lying pronation,forearms
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/W38XY05rqMxHR4,2705,dumbbell lying pronation on floor,forearms
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/lD1c_XWT=HDDMj,1284,dumbbell lying pullover on exercise ball,pectorals
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/H1AfyXTLfl+RDy,1328,dumbbell lying rear delt row,upper back
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/CF1RbcDzoUhVMJ,0348,dumbbell lying rear lateral raise,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/gLinVW3S+5Ey+J,1735,dumbbell lying single extension,triceps
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Yf8Jy4dVJvynLJ,0349,dumbbell lying supination,forearms
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/g8Uh_7zOJj-L2s,2706,dumbbell lying supination on floor,forearms
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/se29a1mLOHjd8K,1661,dumbbell lying supine biceps curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/KjklDna1HSHdiR,0350,dumbbell lying supine curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/njkeV5q_7Yr0+=,0351,dumbbell lying triceps extension,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/DmGZMkxa13WQP9,1662,dumbbell lying wide curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/=8IzmhJshxRHEz,0352,dumbbell neutral grip bench press,triceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/5zBWnKYqs2pflt,1285,dumbbell one arm bench fly,pectorals
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/NYs37lc9YgOjbG,0292,dumbbell one arm bent-over row,upper back
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/5J5ehh1TrG-8FI,1286,dumbbell one arm chest fly on exercise ball,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/MrW-awe-iEpnWp,0353,dumbbell one arm concetration curl (on stability ball),biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/DzJCrBfvk04jzf,1287,dumbbell one arm decline chest press,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/2-C4hA6mdG19nK,1288,dumbbell one arm fly on exercise ball,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/47GUOn13=Y9QzM,1736,dumbbell one arm french press on exercise ball,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/E=Ok=GgQJZhP19,1663,dumbbell one arm hammer preacher curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/8hQjZMUkaSsXRy,1621,dumbbell one arm hammer press on exercise ball,triceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Mw9=2bCpEhYoM8,1289,dumbbell one arm incline chest press,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/BC+ZBVM=9fmVZ5,0354,dumbbell one arm kickback,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/B2xFOisSEuHC5f,0355,dumbbell one arm lateral raise,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/vM=x6-CCdCf+fI,0356,dumbbell one arm lateral raise with support,delts
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/a8YEZFxE=SyUIs,1290,dumbbell one arm press on exercise ball,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Kg-ZrKepZAgQ8f,1665,dumbbell one arm prone curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/qoxaZF164lLIFj,1666,dumbbell one arm prone hammer curl,biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/4XuZAJmMhSil0H,1291,dumbbell one arm pullover on exercise ball,pectorals
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/AdwTOg7AH0sTnQ,0358,dumbbell one arm revers wrist curl,forearms
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/CogL8WNzWTKFqZ,0359,dumbbell one arm reverse fly (with support),delts
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/=3JkusuX6Vz9Mj,1622,dumbbell one arm reverse grip press,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/t6VWxluw-vr58V,1414,dumbbell one arm reverse preacher curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/mjAZAQtaVHiF6N,1667,dumbbell one arm reverse spider curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/QX4WTAhMT6Yj78,1668,dumbbell one arm seated bicep curl on exercise ball,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/7f=Y5F-fdzZZtH,1669,dumbbell one arm seated hammer curl,biceps
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ugm17A1BcicOQZ,1415,dumbbell one arm seated neutral wrist curl,forearms
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/bSYIjP9xVgqWI0,0361,dumbbell one arm shoulder press,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/iT-zGGd9jZhTz7,0360,dumbbell one arm shoulder press v. 2,delts
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/uBwgzZUSkhtElW,3888,dumbbell one arm snatch,glutes
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/DuqGZPllHP4sC-,1670,dumbbell one arm standing curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/2=T-pwyE2RI1eG,1671,dumbbell one arm standing hammer curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/XJHwLPiP2uiL+W,0362,dumbbell one arm triceps extension (on bench),triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/IgmQkf59+pNlh_,0363,dumbbell one arm upright row,delts
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/JL+wImpY2kazrA,0364,dumbbell one arm wrist curl,forearms
